,feature1,date,psi_co,psi_o3,psi_no2,psi_so2,psi_pm10,total_psi,year_month,year,month,feature2,day
3544,20,1394-12-07,18,21.7,7.77,18,57,57,1394-12,1394,12,2868,7
3545,42,1394-12-08,24,35.7,13.46,16,79,79,1394-12,1394,12,2869,8
3546,16,1394-12-09,17,21.7,8.67,11,60,60,1394-12,1394,12,2870,9
3547,21,1394-12-10,16,21.7,7.2,26,55,55,1394-12,1394,12,2871,10
3548,40,1394-12-11,25,22.3,9.55,17,70,70,1394-12,1394,12,2872,11
3549,33,1394-12-12,33,23.3,12,48,67,67,1394-12,1394,12,2873,12
3550,32,1394-12-13,22,22.2,12.7,32,79,79,1394-12,1394,12,2874,13
3551,31,1394-12-14,15,24.2,8.59,29,70,70,1394-12,1394,12,2875,14
3552,27,1394-12-15,28,22.6,10.5,16,68,68,1394-12,1394,12,2876,15
3553,34,1394-12-16,15,22.4,8.87,9,85,85,1394-12,1394,12,2877,16
3554,16,1394-12-17,12,22.7,6.76,12,52,52,1394-12,1394,12,2878,17
3555,37,1394-12-18,14,22.8,8.33,19,54,54,1394-12,1394,12,2879,18
3556,31,1394-12-19,17,21.7,9.35,29,59,59,1394-12,1394,12,2880,19
3557,29,1394-12-20,39,24.2,12.84,23,75,75,1394-12,1394,12,2881,20
3558,8,1394-12-21,23,23,15.11,26,89,89,1394-12,1394,12,2882,21
3559,30,1394-12-22,24,25.7,10.36,32,79,79,1394-12,1394,12,2883,22
3560,19,1394-12-23,21,21.8,7.84,43,98,98,1394-12,1394,12,2884,23
3561,24,1394-12-24,35,20,11.19,19,86,86,1394-12,1394,12,2885,24
3562,22,1394-12-25,32,19,5.68,23,123,123,1394-12,1394,12,2886,25
3563,23,1394-12-26,34,17,9,26,111,111,1394-12,1394,12,2887,26
3564,30,1394-12-27,19,18,7.85,34,134,134,1394-12,1394,12,2888,27
3565,23,1394-12-28,17,22,9.55,31,98,98,1394-12,1394,12,2889,28
3566,8,1394-12-29,24,24,7.94,19,88,88,1394-12,1394,12,2890,29
217,14,1395-01-01,24.18,22,8.66,33,72,72,1395-01,1395,1,2891,1
218,36,1395-01-02,10.38,21,5.6,52,113,113,1395-01,1395,1,2892,2
219,22,1395-01-03,6.97,21,5.65,23,101,101,1395-01,1395,1,2893,3
220,10,1395-01-04,6,22,6,21,55,55,1395-01,1395,1,2894,4
221,9,1395-01-05,6.23,21,7,22,63,63,1395-01,1395,1,2895,5
222,20,1395-01-06,21.4,20,11,28,78,78,1395-01,1395,1,2896,6
223,8,1395-01-07,8.46,16,9,53,78,78,1395-01,1395,1,2897,7
224,15,1395-01-08,8,19,8,33,111,111,1395-01,1395,1,2898,8
225,25,1395-01-09,8.96,19,8.32,27,97,97,1395-01,1395,1,2899,9
226,24,1395-01-10,8,20,5.98,22,77,77,1395-01,1395,1,2900,10
227,17,1395-01-11,4.75,19,5.6,23,648,648,1395-01,1395,1,2901,11
228,16,1395-01-12,6,17,4.7,22,43,43,1395-01,1395,1,2902,12
229,3,1395-01-13,7,17,4.44,22,56,56,1395-01,1395,1,2903,13
230,23,1395-01-14,7.4,16,7.5,21,52,52,1395-01,1395,1,2904,14
231,20,1395-01-15,11.24,18,10.5,26,66,66,1395-01,1395,1,2905,15
232,26,1395-01-16,19.38,18,13.49,32,80,80,1395-01,1395,1,2906,16
233,19,1395-01-17,17.59,17,11.71,28,79,79,1395-01,1395,1,2907,17
234,20,1395-01-18,8.27,18,10.83,43,101,101,1395-01,1395,1,2908,18
235,8,1395-01-19,12.81,18,10.33,37,113,113,1395-01,1395,1,2909,19
236,3,1395-01-20,8.84,17,10,24,108,108,1395-01,1395,1,2910,20
237,21,1395-01-21,6.69,21,7,28,75,75,1395-01,1395,1,2911,21
238,18,1395-01-22,9.64,19,9,26,78,78,1395-01,1395,1,2912,22
239,15,1395-01-23,10.18,20,11,55,156,156,1395-01,1395,1,2913,23
240,27,1395-01-24,5,18,6,43,356,356,1395-01,1395,1,2914,24
241,12,1395-01-25,1.6,18,5,26,90,90,1395-01,1395,1,2915,25
242,21,1395-01-26,5,20,5,30,68,68,1395-01,1395,1,2916,26
243,19,1395-01-27,7,18,5,22,47,47,1395-01,1395,1,2917,27
244,30,1395-01-28,8,19,7,24,48,48,1395-01,1395,1,2918,28
245,23,1395-01-29,5,20,9,24,58,58,1395-01,1395,1,2919,29
246,26,1395-01-30,14.44,24,10,25,77,77,1395-01,1395,1,2920,30
247,20,1395-01-31,7.49,7.8,7,21,66,66,1395-01,1395,1,2921,31
516,8,1395-02-01,13.9,19,12.27,23.62,56.1,56.15,1395-02,1395,2,2922,1
517,27,1395-02-02,16.54,21.6,10.68,22.99,60.4,60.44,1395-02,1395,2,2923,2
518,8,1395-02-03,11.59,21.7,9.51,26.18,61.3,61.25,1395-02,1395,2,2924,3
519,30,1395-02-04,12.56,20.8,11.02,26.53,66.6,66.63,1395-02,1395,2,2925,4
520,9,1395-02-05,9.91,22.5,8.45,24.93,74.3,74.25,1395-02,1395,2,2926,5
521,13,1395-02-06,9.03,20.2,11.24,34.17,95.3,95.31,1395-02,1395,2,2927,6
522,22,1395-02-07,11.22,17.5,10.88,45.14,100.8,100.83,1395-02,1395,2,2928,7
523,13,1395-02-08,11.45,16.7,11.51,38.4,92.9,92.9,1395-02,1395,2,2929,8
524,16,1395-02-09,7.98,16.7,9.27,51.17,100.3,100.31,1395-02,1395,2,2930,9
525,11,1395-02-10,6.69,16.7,6.79,54.56,135.5,135.5,1395-02,1395,2,2931,10
526,19,1395-02-11,9.24,17.3,6.42,28.68,80.9,80.92,1395-02,1395,2,2932,11
527,21,1395-02-12,10.67,17.3,7.78,26.46,74.3,74.25,1395-02,1395,2,2933,12
528,20,1395-02-13,7.31,18.4,9.21,27.64,76.5,76.46,1395-02,1395,2,2934,13
529,15,1395-02-14,9.91,16.7,10.93,33.61,95.9,95.88,1395-02,1395,2,2935,14
530,15,1395-02-15,8.81,16.6,9.18,27.5,130,129.96,1395-02,1395,2,2936,15
531,8,1395-02-16,9.07,16.5,8.46,35.56,158.4,158.38,1395-02,1395,2,2937,16
532,14,1395-02-17,6.17,16.2,5.44,26.32,88.1,88.1,1395-02,1395,2,2938,17
533,39,1395-02-18,10.21,16.4,7.1,24.86,76.3,76.29,1395-02,1395,2,2939,18
534,20,1395-02-19,7.09,16.3,7.34,30.14,96.7,96.69,1395-02,1395,2,2940,19
535,18,1395-02-20,5.8,16.9,7.07,19.51,70.4,70.38,1395-02,1395,2,2941,20
536,13,1395-02-21,8.49,17.3,8.06,25.69,66.3,66.29,1395-02,1395,2,2942,21
537,33,1395-02-22,12.92,16.4,8.4,27.92,509.6,509.61,1395-02,1395,2,2943,22
538,23,1395-02-23,8.78,17.3,9.68,38.96,449,448.96,1395-02,1395,2,2944,23
539,23,1395-02-24,12.99,15.7,7.71,26.04,81,81.02,1395-02,1395,2,2945,24
540,41,1395-02-25,8.95,15.9,7.27,27.78,81,81,1395-02,1395,2,2946,25
541,21,1395-02-26,6.4,17.6,5.99,22.29,96.2,96.23,1395-02,1395,2,2947,26
542,37,1395-02-27,6.9,16.3,6.49,25.21,93.1,93.1,1395-02,1395,2,2948,27
543,27,1395-02-28,8.69,17.2,10.68,53.48,120.4,120.4,1395-02,1395,2,2949,28
544,30,1395-02-29,7.39,16.7,11.8,65.85,114.3,114.31,1395-02,1395,2,2950,29
545,17,1395-02-30,7.17,17.2,8.87,55.03,528.3,528.29,1395-02,1395,2,2951,30
546,6,1395-02-31,2.98,16.3,4.15,20.9,112.7,,1395-02,1395,2,2952,31
826,23,1395-03-01,17,50,19,31,97,97,1395-03,1395,3,2953,1
827,10,1395-03-02,14,47,18,19,101,101,1395-03,1395,3,2954,2
828,28,1395-03-03,22,60,23,17,95,95,1395-03,1395,3,2955,3
829,31,1395-03-04,18,50,19,18,85,85,1395-03,1395,3,2956,4
830,20,1395-03-05,22,53,21,21,76,76,1395-03,1395,3,2957,5
831,31,1395-03-06,15,53,25,28,63,63,1395-03,1395,3,2958,6
832,4,1395-03-07,14,60,26,27,54,60,1395-03,1395,3,2959,7
833,24,1395-03-08,16,59,16,31,90,90,1395-03,1395,3,2960,8
834,10,1395-03-09,14,80,18,30,98,98,1395-03,1395,3,2961,9
835,23,1395-03-10,18,75,20,25,101,101,1395-03,1395,3,2962,10
836,31,1395-03-11,13,60,13,25,121,121,1395-03,1395,3,2963,11
837,14,1395-03-12,17,101,12,31,151,151,1395-03,1395,3,2964,12
838,18,1395-03-13,13,53,11,19,149,149,1395-03,1395,3,2965,13
839,23,1395-03-14,8,49,9,21,171,171,1395-03,1395,3,2966,14
840,26,1395-03-15,8,46,11,25,160,160,1395-03,1395,3,2967,15
841,24,1395-03-16,9,58,12,20,122,122,1395-03,1395,3,2968,16
842,26,1395-03-17,10,39,18,23,99,99,1395-03,1395,3,2969,17
843,20,1395-03-18,6,57,17,20,87,87,1395-03,1395,3,2970,18
844,35,1395-03-19,20,68,15,27,79,79,1395-03,1395,3,2971,19
845,26,1395-03-20,11,63,14,25,59,63,1395-03,1395,3,2972,20
846,9,1395-03-21,13,53,17,24,100,100,1395-03,1395,3,2973,21
847,17,1395-03-22,10,40,13,26,116,116,1395-03,1395,3,2974,22
848,6,1395-03-23,8,42,10,30,171,171,1395-03,1395,3,2975,23
849,14,1395-03-24,9,45,14,15,151,151,1395-03,1395,3,2976,24
850,18,1395-03-25,12,32,13,19,155,155,1395-03,1395,3,2977,25
851,7,1395-03-26,9,50,10,21,145,145,1395-03,1395,3,2978,26
852,24,1395-03-27,11,71,12,17,132,132,1395-03,1395,3,2979,27
853,11,1395-03-28,12,75,14,22,171,171,1395-03,1395,3,2980,28
854,25,1395-03-29,11,80,16,25,114,114,1395-03,1395,3,2981,29
855,10,1395-03-30,9,98,17,31,95,115,1395-03,1395,3,2982,30
856,19,1395-03-31,13,79,12,33,87,87,1395-03,1395,3,2983,31
1135,13,1395-04-01,18,25,18,15,101,101,1395-04,1395,4,2984,1
1136,13,1395-04-02,25,31,17,25,97,97,1395-04,1395,4,2985,2
1137,17,1395-04-03,23,37,29,23,85,85,1395-04,1395,4,2986,3
1138,11,1395-04-04,19,43,19,22,79,79,1395-04,1395,4,2987,4
1139,21,1395-04-05,16,45,30,35,99,99,1395-04,1395,4,2988,5
1140,18,1395-04-06,15,50,31,49,90,90,1395-04,1395,4,2989,6
1141,17,1395-04-07,43,30,35,48,115,115,1395-04,1395,4,2990,7
1142,27,1395-04-08,49,39,17,59,143,143,1395-04,1395,4,2991,8
1143,17,1395-04-09,50,42,14,50,181,181,1395-04,1395,4,2992,9
1144,21,1395-04-10,41,63,13,51,400,400,1395-04,1395,4,2993,10
1145,9,1395-04-11,38,73,12,23,495,495,1395-04,1395,4,2994,11
1146,25,1395-04-12,37,59,9,22,602,602,1395-04,1395,4,2995,12
1147,6,1395-04-13,31,55,35,30,109,109,1395-04,1395,4,2996,13
1148,16,1395-04-14,22,50,32,33,125,125,1395-04,1395,4,2997,14
1149,6,1395-04-15,17,63,31,39,90,90,1395-04,1395,4,2998,15
1150,5,1395-04-16,19,79,33,35,99,99,1395-04,1395,4,2999,16
1151,19,1395-04-17,25,23,41,41,75,75,1395-04,1395,4,3000,17
1152,7,1395-04-18,31,20,58,57,60,60,1395-04,1395,4,3001,18
1153,20,1395-04-19,33,17,72,33,63,72,1395-04,1395,4,3002,19
1154,12,1395-04-20,35,35,38,25,80,80,1395-04,1395,4,3003,20
1155,21,1395-04-21,30,33,35,29,94,94,1395-04,1395,4,3004,21
1156,23,1395-04-22,29,42,26,31,93,93,1395-04,1395,4,3005,22
1157,31,1395-04-23,25,49,33,28,86,86,1395-04,1395,4,3006,23
1158,16,1395-04-24,21,53,43,25,111,111,1395-04,1395,4,3007,24
1159,10,1395-04-25,30,37,25,22,138,138,1395-04,1395,4,3008,25
1160,22,1395-04-26,34,28,18,24,148,148,1395-04,1395,4,3009,26
1161,11,1395-04-27,39,29,16,21,150,150,1395-04,1395,4,3010,27
1162,14,1395-04-28,40,19,31,19,90,90,1395-04,1395,4,3011,28
1163,24,1395-04-29,25,18,30,35,93,93,1395-04,1395,4,3012,29
1164,11,1395-04-30,35,25,29,31,91,91,1395-04,1395,4,3013,30
1165,21,1395-04-31,33,22,17,30,115,115,1395-04,1395,4,3014,31
1445,12,1395-05-01,16,50,9,11,98,98,1395-05,1395,5,3015,1
1446,20,1395-05-02,18,47,8,18,87,87,1395-05,1395,5,3016,2
1447,12,1395-05-03,19,43,10,16,75,75,1395-05,1395,5,3017,3
1448,11,1395-05-04,25,39,11,20,125,125,1395-05,1395,5,3018,4
1449,17,1395-05-05,14,60,13,21,155,155,1395-05,1395,5,3019,5
1450,19,1395-05-06,18,51,11,19,100,100,1395-05,1395,5,3020,6
1451,3,1395-05-07,23,42,9,27,95,95,1395-05,1395,5,3021,7
1452,16,1395-05-08,22,37,6,29,94,94,1395-05,1395,5,3022,8
1453,6,1395-05-09,10,36,8,32,93,93,1395-05,1395,5,3023,9
1454,13,1395-05-10,15,77,13,38,71,77,1395-05,1395,5,3024,10
1455,35,1395-05-11,12,68,14,34,63,68,1395-05,1395,5,3025,11
1456,21,1395-05-12,14,79,15,25,56,79,1395-05,1395,5,3026,12
1457,16,1395-05-13,18,58,17,28,88,88,1395-05,1395,5,3027,13
1458,26,1395-05-14,12,45,11,33,97,97,1395-05,1395,5,3028,14
1459,7,1395-05-15,13,40,9,30,115,115,1395-05,1395,5,3029,15
1460,19,1395-05-16,21,53,8,25,123,123,1395-05,1395,5,3030,16
1461,16,1395-05-17,25,52,15,24,164,164,1395-05,1395,5,3031,17
1462,17,1395-05-18,14,48,11,18,170,170,1395-05,1395,5,3032,18
1463,13,1395-05-19,17,47,12,22,535,535,1395-05,1395,5,3033,19
1464,23,1395-05-20,15,43,10,21,947,947,1395-05,1395,5,3034,20
1465,16,1395-05-21,12,49,13,18,235,235,1395-05,1395,5,3035,21
1466,12,1395-05-22,10,53,15,17,115,115,1395-05,1395,5,3036,22
1467,14,1395-05-23,18,56,12,15,99,99,1395-05,1395,5,3037,23
1468,10,1395-05-24,19,57,11,19,88,88,1395-05,1395,5,3038,24
1469,15,1395-05-25,21,63,10,27,125,125,1395-05,1395,5,3039,25
1470,11,1395-05-26,13,74,13,35,1145,1145,1395-05,1395,5,3040,26
1471,8,1395-05-27,11,81,14,32,999,999,1395-05,1395,5,3041,27
1472,15,1395-05-28,21,59,12,30,756,756,1395-05,1395,5,3042,28
1473,13,1395-05-29,25,57,11,29,115,115,1395-05,1395,5,3043,29
1474,18,1395-05-30,17,61,13,27,125,125,1395-05,1395,5,3044,30
1475,10,1395-05-31,19,55,10,26,220,220,1395-05,1395,5,3045,31
1755,18,1395-06-01,21,78,17,20,95,95,1395-06,1395,6,3046,1
1756,10,1395-06-02,27,70,17,32,98,98,1395-06,1395,6,3047,2
1757,13,1395-06-03,25,69,15,20,99,99,1395-06,1395,6,3048,3
1758,20,1395-06-04,23,80,17,25,123,123,1395-06,1395,6,3049,4
1759,10,1395-06-05,22,70,18,25,122,122,1395-06,1395,6,3050,5
1760,21,1395-06-06,20,65,19,30,115,115,1395-06,1395,6,3051,6
1761,3,1395-06-07,18,75,13,32,561,561,1395-06,1395,6,3052,7
1762,18,1395-06-08,20,50,8,25,351,351,1395-06,1395,6,3053,8
1763,17,1395-06-09,24,63,15,50,100,100,1395-06,1395,6,3054,9
1764,14,1395-06-10,20,61,20,40,200,200,1395-06,1395,6,3055,10
1765,8,1395-06-11,19,65,18,46,210,210,1395-06,1395,6,3056,11
1766,4,1395-06-12,24,93,23,50,100,100,1395-06,1395,6,3057,12
1767,18,1395-06-13,19,79,20,45,207,207,1395-06,1395,6,3058,13
1768,21,1395-06-14,20,38,17,23,202,202,1395-06,1395,6,3059,14
1769,19,1395-06-15,18,65,23,30,100,100,1395-06,1395,6,3060,15
1770,12,1395-06-16,15,50,22,24,91,91,1395-06,1395,6,3061,16
1771,12,1395-06-17,23,71,21,29,85,85,1395-06,1395,6,3062,17
1772,13,1395-06-18,25,53,20,28,87,87,1395-06,1395,6,3063,18
1773,7,1395-06-19,24,58,20,28,95,95,1395-06,1395,6,3064,19
1774,13,1395-06-20,18,78,35,33,75,78,1395-06,1395,6,3065,20
1775,16,1395-06-21,19,60,10,61,95,95,1395-06,1395,6,3066,21
1776,20,1395-06-22,24,62,12,40,96,96,1395-06,1395,6,3067,22
1777,7,1395-06-23,27,80,10,36,97,97,1395-06,1395,6,3068,23
1778,7,1395-06-24,28,66,20,58,123,123,1395-06,1395,6,3069,24
1779,25,1395-06-25,20,73,29,40,118,118,1395-06,1395,6,3070,25
1780,8,1395-06-26,25,60,26,35,96,96,1395-06,1395,6,3071,26
1781,24,1395-06-27,30,65,23,20,90,90,1395-06,1395,6,3072,27
1782,22,1395-06-28,27,69,24,40,75,75,1395-06,1395,6,3073,28
1783,14,1395-06-29,28,80,22,51,102,102,1395-06,1395,6,3074,29
1784,5,1395-06-30,25,50,23,57,128,128,1395-06,1395,6,3075,30
1785,9,1395-06-31,23,58,22,27,99,99,1395-06,1395,6,3076,31
2059,9,1395-07-01,15,50,13,41,95,95,1395-07,1395,7,3077,1
2060,8,1395-07-02,32,80,9,45,83,83,1395-07,1395,7,3078,2
2061,18,1395-07-03,17,98,8,65,96,98,1395-07,1395,7,3079,3
2062,19,1395-07-04,13,83,12,51,118,118,1395-07,1395,7,3080,4
2063,30,1395-07-05,25,44,11,30,116,116,1395-07,1395,7,3081,5
2064,17,1395-07-06,10,56,15,57,90,90,1395-07,1395,7,3082,6
2065,8,1395-07-07,11,58,13,51,95,95,1395-07,1395,7,3083,7
2066,16,1395-07-08,13,95,9,53,123,123,1395-07,1395,7,3084,8
2067,21,1395-07-09,15,85,8,25,138,138,1395-07,1395,7,3085,9
2068,22,1395-07-10,17,48,5,42,100,100,1395-07,1395,7,3086,10
2069,14,1395-07-11,19,70,17,30,75,75,1395-07,1395,7,3087,11
2070,32,1395-07-12,25,100,14,49,96,100,1395-07,1395,7,3088,12
2071,17,1395-07-13,26,35,20,27,78,78,1395-07,1395,7,3089,13
2072,18,1395-07-14,28,61,13,32,80,80,1395-07,1395,7,3090,14
2073,8,1395-07-15,32,79,11,17,86,86,1395-07,1395,7,3091,15
2074,9,1395-07-16,31,88,11,21,87,88,1395-07,1395,7,3092,16
2075,12,1395-07-17,30,100,10,41,99,100,1395-07,1395,7,3093,17
2076,30,1395-07-18,16,43,17,23,107,107,1395-07,1395,7,3094,18
2077,24,1395-07-19,10,41,19,40,202,202,1395-07,1395,7,3095,19
2078,39,1395-07-20,9,47,10,17,235,235,1395-07,1395,7,3096,20
2079,12,1395-07-21,14,53,5,18,87,87,1395-07,1395,7,3097,21
2080,18,1395-07-22,16,47,8,18,94,94,1395-07,1395,7,3098,22
2081,6,1395-07-23,15,32,6,25,90,90,1395-07,1395,7,3099,23
2082,21,1395-07-24,23,21,25,12,77,77,1395-07,1395,7,3100,24
2083,24,1395-07-25,21,25,14,11,87,87,1395-07,1395,7,3101,25
2084,28,1395-07-26,29,27,11,10,86,86,1395-07,1395,7,3102,26
2085,21,1395-07-27,31,37,9,35,80,80,1395-07,1395,7,3103,27
2086,21,1395-07-28,30,39,13,7,95,95,1395-07,1395,7,3104,28
2087,20,1395-07-29,35,52,17,16,92,92,1395-07,1395,7,3105,29
2088,10,1395-07-30,38,27,12,21,93,93,1395-07,1395,7,3106,30
2089,0,1395-07-31,17,37,10,20,60,60,1395-07,1395,7,3107,31
2361,35,1395-08-01,11,24,11,18,57,57,1395-08,1395,8,3108,1
2362,21,1395-08-02,23,24,12,24,56,56,1395-08,1395,8,3109,2
2363,18,1395-08-03,10,26,11,26,97,97,1395-08,1395,8,3110,3
2364,15,1395-08-04,17,25,10,27,98,98,1395-08,1395,8,3111,4
2365,23,1395-08-05,25,27,9,30,77,77,1395-08,1395,8,3112,5
2366,20,1395-08-06,32,35,7,29,60,60,1395-08,1395,8,3113,6
2367,27,1395-08-07,11,34,4,23,92,92,1395-08,1395,8,3114,7
2368,22,1395-08-08,14,36,6,32,109,109,1395-08,1395,8,3115,8
2369,25,1395-08-09,13,45,8,25,120,120,1395-08,1395,8,3116,9
2370,20,1395-08-10,9,50,17,16,100,100,1395-08,1395,8,3117,10
2371,8,1395-08-11,7,53,11,27,99,99,1395-08,1395,8,3118,11
2372,13,1395-08-12,6,46,12,27,80,80,1395-08,1395,8,3119,12
2373,37,1395-08-13,12,48,25,28,98,98,1395-08,1395,8,3120,13
2374,12,1395-08-14,11,41,36,19,90,90,1395-08,1395,8,3121,14
2375,38,1395-08-15,10,31,12,15,105,105,1395-08,1395,8,3122,15
2376,27,1395-08-16,8,48,13,20,123,123,1395-08,1395,8,3123,16
2377,24,1395-08-17,16,46,11,30,133,133,1395-08,1395,8,3124,17
2378,17,1395-08-18,13,47,6,26,80,80,1395-08,1395,8,3125,18
2379,25,1395-08-19,12,56,9,38,89,89,1395-08,1395,8,3126,19
2380,14,1395-08-20,11,55,16,29,98,98,1395-08,1395,8,3127,20
2381,20,1395-08-21,29,51,17,34,105,105,1395-08,1395,8,3128,21
2382,29,1395-08-22,31,57,18,51,113,113,1395-08,1395,8,3129,22
2383,21,1395-08-23,18,57,10,56,1231,1231,1395-08,1395,8,3130,23
2384,37,1395-08-24,25,65,12,52,543,543,1395-08,1395,8,3131,24
2385,35,1395-08-25,13,60,14,54,342,342,1395-08,1395,8,3132,25
2386,37,1395-08-26,8,47,10,32,189,189,1395-08,1395,8,3133,26
2387,38,1395-08-27,9,32,9,31,115,115,1395-08,1395,8,3134,27
2388,16,1395-08-28,7,22,11,29,127,127,1395-08,1395,8,3135,28
2389,40,1395-08-29,6,35,7,28,146,146,1395-08,1395,8,3136,29
2390,21,1395-08-30,5,36,9,27,157,157,1395-08,1395,8,3137,30
2391,0,1395-08-31,7,37,13,16,132,132,1395-08,1395,8,3138,31
2663,42,1395-09-01,23,15,13,29,105,105,1395-09,1395,9,3139,1
2664,41,1395-09-02,27,16,15,31,402,402,1395-09,1395,9,3140,2
2665,25,1395-09-03,25,20,12,32,225,225,1395-09,1395,9,3141,3
2666,33,1395-09-04,24,25,11,17,100,100,1395-09,1395,9,3142,4
2667,13,1395-09-05,22,40,10,27,99,99,1395-09,1395,9,3143,5
2668,31,1395-09-06,20,29,9,15,86,86,1395-09,1395,9,3144,6
2669,34,1395-09-07,21,19,6,16,87,87,1395-09,1395,9,3145,7
2670,14,1395-09-08,28,18,8,12,80,80,1395-09,1395,9,3146,8
2671,43,1395-09-09,23,16,13,10,95,95,1395-09,1395,9,3147,9
2672,37,1395-09-10,20,23,15,9,100,100,1395-09,1395,9,3148,10
2673,27,1395-09-11,22,20,16,13,99,99,1395-09,1395,9,3149,11
2674,10,1395-09-12,18,38,14,17,115,115,1395-09,1395,9,3150,12
2675,47,1395-09-13,19,32,17,16,116,116,1395-09,1395,9,3151,13
2676,33,1395-09-14,23,30,20,15,105,105,1395-09,1395,9,3152,14
2677,41,1395-09-15,15,25,21,20,203,203,1395-09,1395,9,3153,15
2678,50,1395-09-16,28,24,16,27,98,98,1395-09,1395,9,3154,16
2679,19,1395-09-17,29,27,17,31,272,272,1395-09,1395,9,3155,17
2680,38,1395-09-18,32,30,19,49,73,73,1395-09,1395,9,3156,18
2681,20,1395-09-19,24,25,21,43,86,86,1395-09,1395,9,3157,19
2682,30,1395-09-20,25,16,13,31,61,61,1395-09,1395,9,3158,20
2683,52,1395-09-21,23,19,11,27,59,59,1395-09,1395,9,3159,21
2684,34,1395-09-22,19,18,12,25,97,97,1395-09,1395,9,3160,22
2685,42,1395-09-23,18,14,9,22,93,93,1395-09,1395,9,3161,23
2686,43,1395-09-24,14,25,15,19,98,98,1395-09,1395,9,3162,24
2687,28,1395-09-25,29,20,26,18,81,81,1395-09,1395,9,3163,25
2688,10,1395-09-26,41,16,25,10,189,189,1395-09,1395,9,3164,26
2689,26,1395-09-27,38,14,14,22,115,115,1395-09,1395,9,3165,27
2690,38,1395-09-28,24,13,10,14,127,127,1395-09,1395,9,3166,28
2691,30,1395-09-29,23,28,12,28,146,146,1395-09,1395,9,3167,29
2692,33,1395-09-30,21,24,13,30,324,324,1395-09,1395,9,3168,30
2693,0,1395-09-31,22,27,8,17,132,132,1395-09,1395,9,3169,31
2965,25,1395-10-01,11,27,13,10,90,90,1395-10,1395,10,3170,1
2966,28,1395-10-02,10,31,12,15,98,98,1395-10,1395,10,3171,2
2967,17,1395-10-03,9,45,10,8,99,99,1395-10,1395,10,3172,3
2968,54,1395-10-04,13,27,9,12,87,87,1395-10,1395,10,3173,4
2969,33,1395-10-05,14,29,23,20,85,85,1395-10,1395,10,3174,5
2970,32,1395-10-06,19,31,28,8,83,83,1395-10,1395,10,3175,6
2971,29,1395-10-07,8,17,45,9,100,100,1395-10,1395,10,3176,7
2972,25,1395-10-08,5,14,69,11,105,105,1395-10,1395,10,3177,8
2973,43,1395-10-09,15,56,52,30,109,109,1395-10,1395,10,3178,9
2974,30,1395-10-10,21,59,37,42,215,215,1395-10,1395,10,3179,10
2975,53,1395-10-11,23,44,46,38,78,78,1395-10,1395,10,3180,11
2976,33,1395-10-12,29,41,52,22,60,60,1395-10,1395,10,3181,12
2977,53,1395-10-13,26,20,68,10,123,123,1395-10,1395,10,3182,13
2978,31,1395-10-14,17,19,29,14,196,196,1395-10,1395,10,3183,14
2979,36,1395-10-15,18,16,41,15,87,87,1395-10,1395,10,3184,15
2980,36,1395-10-16,9,31,48,34,86,86,1395-10,1395,10,3185,16
2981,30,1395-10-17,11,45,30,27,85,85,1395-10,1395,10,3186,17
2982,65,1395-10-18,10,41,39,20,91,91,1395-10,1395,10,3187,18
2983,39,1395-10-19,16,44,32,26,93,93,1395-10,1395,10,3188,19
2984,29,1395-10-20,27,38,25,10,97,97,1395-10,1395,10,3189,20
2985,35,1395-10-21,25,29,26,9,99,99,1395-10,1395,10,3190,21
2986,29,1395-10-22,31,23,28,8,101,101,1395-10,1395,10,3191,22
2987,32,1395-10-23,11,19,43,5,103,103,1395-10,1395,10,3192,23
2988,34,1395-10-24,19,25,33,21,106,106,1395-10,1395,10,3193,24
2989,42,1395-10-25,16,16,21,8,115,115,1395-10,1395,10,3194,25
2990,20,1395-10-26,15,13,14,7,121,121,1395-10,1395,10,3195,26
2991,45,1395-10-27,14,12,15,9,111,111,1395-10,1395,10,3196,27
2992,58,1395-10-28,9,10,21,12,127,127,1395-10,1395,10,3197,28
2993,33,1395-10-29,7,9,30,11,146,146,1395-10,1395,10,3198,29
2994,21,1395-10-30,6,7,35,13,324,324,1395-10,1395,10,3199,30
2995,0,1395-10-31,22,6,31,17,132,132,1395-10,1395,10,3200,31
3267,16,1395-11-01,29,35,42,23,97,97,1395-11,1395,11,3201,1
3268,56,1395-11-02,35,16,50,38,86,86,1395-11,1395,11,3202,2
3269,55,1395-11-03,34,18,54,50,108,108,1395-11,1395,11,3203,3
3270,29,1395-11-04,51,64,60,55,118,118,1395-11,1395,11,3204,4
3271,41,1395-11-05,76,51,71,56,163,163,1395-11,1395,11,3205,5
3272,24,1395-11-06,50,50,38,56,151,151,1395-11,1395,11,3206,6
3273,40,1395-11-07,32,65,32,43,405,405,1395-11,1395,11,3207,7
3274,29,1395-11-08,22,45,26,63,2099,2099,1395-11,1395,11,3208,8
3275,41,1395-11-09,51,35,21,48,908,908,1395-11,1395,11,3209,9
3276,31,1395-11-10,21,21,29,23,789,789,1395-11,1395,11,3210,10
3277,37,1395-11-11,28,46,36,21,165,165,1395-11,1395,11,3211,11
3278,27,1395-11-12,19,43,24,20,123,123,1395-11,1395,11,3212,12
3279,18,1395-11-13,19,45,33,19,99,99,1395-11,1395,11,3213,13
